 ,Area,Mean,Min,Max
1124,166,833.349,580,1299
1125,69,746.348,611,851
1126,399,769.524,595,1131
1127,1634,829.439,592,1439
1128,650,941.109,624,1560
1129,107,718.916,636,791
1130,69,734.435,641,853
1131,38,742.579,688,830
1132,119,796.622,572,1153
1133,97,801.392,622,1037
1134,925,1025.205,527,1710
1135,264,815.629,605,1183
1136,34,749.000,652,847
1137,5,706.400,689,717
1138,145,902.531,579,1287
1139,414,807.831,573,1246
1140,43,735.744,670,843
1141,36,733.194,652,807
1142,150,772.480,579,1239
1143,42,740.881,668,958
1144,24,725.125,642,778
1145,60,721.750,623,834
1146,75,761.947,574,881
1147,52,723.500,632,807
1148,215,763.033,575,1033
1149,723,762.047,578,1059
1150,3024,973.763,461,2197
1151,1599,848.959,572,1831
1152,197,751.147,602,980
1153,1462,918.207,609,2475
1154,7,708.714,653,754
1155,42,765.881,665,933
1156,146,715.082,637,804
1157,55,723.109,615,800
1158,227,798.608,556,1237
1159,52,725.135,600,784
1160,49,744.143,656,863
1161,319,759.928,612,983
1162,64,726.516,631,811
1163,119,768.454,613,1004
1164,97,741.144,576,866
1165,209,748.445,579,971
1166,13,726.077,693,760
1167,22,742.000,665,830
1168,31,731.935,671,788
1169,83,805.807,580,931
1170,182,897.352,573,1403
1171,105,805.524,592,1175
1172,64,756.500,564,899
1173,89,731.865,620,898
1174,149,781.436,605,1022
1175,145,782.966,596,974
1176,19,742.579,705,797
1177,1383,969.741,551,2224
1178,139,817.187,580,1299
1179,223,730.296,577,918
1180,94,754.468,630,899
1181,63,725.730,678,803
1182,141,787.319,565,1076
1183,3379,808.661,567,1659
1184,52,717.231,671,756
1185,59,757.627,625,863
1186,50,790.620,639,907
1187,15,752.200,720,825
1188,201,747.100,623,966
1189,311,723.032,598,896
1190,142,734.183,624,880
1191,3,780.000,763,813
1192,2534,859.523,560,1740
1193,100,736.480,601,939
1194,54,755.241,593,828
1195,1118,823.322,541,1446
1196,502,848.956,573,1455
1197,80,743.875,610,879
1198,64,764.188,608,956
1199,154,724.026,612,833
1200,39,718.154,667,771
1201,134,730.299,628,857
1202,90,751.989,588,916
1203,2,690.500,682,699
1204,104,805.788,559,1030
1205,43,766.349,667,942
1206,3,700.333,690,709
1207,336,809.491,599,1255
1208,45,752.622,672,844
1209,82,739.744,600,870
1210,109,835.761,586,1085
1211,30,739.467,667,834
1212,40,732.100,657,795
1213,72,719.875,611,887
1214,242,801.595,613,1084
1215,88,705.148,619,808
1216,36,698.778,643,774
1217,60,797.283,648,952
1218,141,741.624,618,930
1219,40,724.100,626,840
1220,369,722.054,630,848
1221,95,774.274,602,1008
1222,61,745.967,626,883
1223,34,709.382,642,777
1224,213,733.028,612,905
1225,3,727.333,694,762
1226,245,871.624,579,1482
1227,95,712.916,611,803
1228,32,745.031,691,828
1229,119,798.739,577,1081
1230,1234,807.470,572,1316
1231,30,741.533,663,807
1232,422,759.969,592,1094
1233,123,755.073,602,878
1234,1647,800.069,578,1410
1235,92,755.043,668,971
1236,80,761.062,616,904
1237,2411,1072.686,428,3639
1238,11,749.636,719,771
1239,293,808.304,584,1236
1240,68,740.618,648,856
1241,18,691.889,652,716
1242,2057,790.745,624,1058
1243,32,714.625,662,841
1244,769,750.237,618,926
1245,67,723.194,640,809
1246,90,760.689,617,996
1247,36,691.000,643,744
1248,27,758.963,682,808
1249,2709,854.439,579,1701
1250,120,701.625,631,774
1251,428,725.481,600,927
1252,100,727.050,625,856
1253,130,759.592,638,990
1254,42,714.119,631,785
1255,195,760.800,595,946
1256,21,711.238,664,762
1257,63,701.254,656,770
1258,84,711.929,625,806
1259,76,729.118,621,854
1260,91,750.176,598,886
1261,168,755.661,616,1079
1262,50,765.200,666,894
1263,42,725.024,668,800
1264,162,819.111,580,1210
1265,45,717.000,645,797
1266,36,725.694,638,809
1267,40,734.975,649,912
1268,21,709.810,669,766
1269,47,732.936,620,860
1270,24,736.167,617,817
1271,8,683.000,636,750
1272,149,803.752,604,1114
1273,37,756.757,655,891
1274,43,729.302,639,841
1275,18,716.278,681,760
1276,53,740.528,619,854
1277,258,759.174,548,1069
1278,12,753.000,723,776
1279,12,709.833,689,725
1280,10,720.200,691,784
1281,417,792.947,575,1245
1282,32,703.219,649,763
1283,43,753.302,646,842
1284,155,747.561,621,1021
1285,4,683.500,658,706
1286,290,740.983,613,941
1287,20,717.900,677,766
1288,1,806.000,806,806
1289,45,782.956,669,863
1290,489,824.701,619,1467
1291,81,743.852,628,901
1292,1730,988.086,592,2546
1293,5,739.600,711,757
1294,26,752.308,653,839
1295,551,791.612,559,1226
1296,32,696.250,646,755
1297,1017,858.909,580,1370
1298,747,813.289,595,1206
1299,100,768.480,644,890
1300,67,708.090,650,789
1301,169,778.769,589,1064
1302,58,750.103,638,854
1303,51,800.961,654,947
1304,43,754.977,670,851
1305,32,740.781,619,807
1306,9,728.667,708,753
1307,1130,874.783,589,1357
1308,155,718.942,598,888
1309,103,775.990,624,918
1310,109,813.853,594,1022
1311,15,720.933,674,762
1312,40,741.300,688,803
1313,129,770.109,605,987
1314,23,735.000,699,772
1315,49,754.531,667,860
1316,51,733.588,661,835
1317,4,795.250,770,833
1318,43,730.233,659,785
1319,141,788.816,637,972
1320,127,713.646,630,802
1321,180,796.261,610,1152
1322,77,742.065,644,870
1323,23,740.391,656,811
1324,577,843.756,598,1761
1325,29,713.724,677,773
1326,89,743.562,628,923
1327,1490,793.205,548,1316
1328,2903,849.852,579,1604
1329,64,714.297,645,813
1330,36,772.028,673,856
1331,23,748.304,711,799
1332,93,714.570,639,820
1333,92,741.011,607,911
1334,186,716.597,602,886
1335,459,764.072,582,1030
1336,46,696.652,652,762
1337,4,732.250,686,770
1338,447,746.978,621,929
1339,13,757.538,706,829
1340,614,787.590,549,1337
1341,875,815.429,620,1118
1342,64,743.859,624,827
1343,173,795.468,587,1042
1344,13,730.769,685,787
1345,90,719.578,637,808
1346,2,718.500,718,719
1347,135,760.919,606,1006
1348,19,699.053,656,777
1349,51,726.392,664,839
1350,44,728.932,648,802
1351,16,741.312,694,800
1352,63,703.476,648,763
1353,508,818.990,583,1280
1354,102,745.814,647,905
1355,344,758.340,593,1578
1356,12,746.083,692,791
1357,1720,1027.032,575,2940
1358,58,736.069,683,792
1359,36,723.972,696,755
1360,167,735.060,614,984
1361,242,876.252,571,1383
1362,36,699.917,655,763
1363,57,738.895,610,857
1364,60,739.333,662,814
1365,4,844.000,820,870
1366,31,732.806,651,778
1367,32,786.188,610,877
1368,126,749.667,633,836
1369,18,762.611,728,844
1370,889,850.949,585,1618
1371,5,722.600,698,737
1372,17,728.294,666,775
1373,173,823.775,581,1175
1374,249,746.819,605,966
1375,4,715.750,696,730
1376,26,748.500,672,808
1377,2817,761.750,603,1117
1378,2,764.500,724,805
1379,39,750.487,646,853
1380,1760,844.882,526,1391
1381,41,737.634,662,811
1382,214,753.841,584,1084
1383,26,727.654,658,789
1384,79,772.949,628,944
1385,15,729.667,690,800
1386,115,728.070,610,831
1387,43,731.744,671,817
1388,29,721.897,661,776
1389,18,707.611,652,798
1390,58,729.276,640,826
1391,105,741.000,602,874
1392,19,731.895,692,784
1393,965,803.294,562,1203
1394,12,735.500,702,788
1395,1,722.000,722,722
1396,40,727.025,670,802
1397,132,749.523,597,935
1398,94,756.160,644,934
1399,470,801.770,605,1255
1400,228,749.057,632,918
1401,292,754.192,587,1022
1402,23,707.000,637,760
1403,29,735.862,691,807
1404,99,719.919,614,827
1405,146,773.610,606,983
1406,21,729.429,699,766
1407,9,692.333,660,724
1408,108,706.731,653,803
1409,600,807.557,569,1265
1410,49,714.898,681,761
1411,9,711.556,682,738
1412,1761,1014.902,576,4023
1413,31,732.226,687,807
1414,3680,840.583,540,2451
1415,98,724.551,634,878
1416,40,723.500,658,783
1417,52,739.038,635,847
1418,25,732.160,687,775
1419,9,697.778,676,728
1420,29,725.138,679,784
1421,103,754.534,620,935
1422,1,746.000,746,746
1423,59,737.831,621,869
1424,18,733.444,688,779
1425,80,756.638,639,931
1426,127,730.835,633,846
1427,374,822.345,566,1130
1428,138,734.884,630,869
1429,82,790.268,638,925
1430,165,756.133,604,973
1431,228,743.154,611,915
1432,13,753.231,713,822
1433,124,795.524,584,1026
1434,70,765.971,648,900
1435,472,854.085,581,1248
1436,11,713.273,674,754
1437,78,762.987,630,903
1438,66,734.955,601,873
1439,7,773.286,746,806
1440,16,712.625,673,794
1441,67,749.507,630,922
1442,61,721.213,656,815
1443,11,714.182,680,737
1444,55,753.800,628,910
1445,141,728.908,604,859
1446,148,819.378,628,1079
1447,7274,841.438,525,1478
1448,43,754.930,674,860
1449,434,829.613,585,1224
1450,61,749.721,667,860
1451,54,726.259,614,838
1452,66,777.061,611,936
1453,25,739.440,657,834
1454,51,759.588,661,882
1455,2,715.000,704,726
1456,5,716.400,685,748
1457,12,712.000,681,734
1458,79,745.823,600,858
1459,216,842.236,601,1350
1460,1,707.000,707,707
1461,216,775.731,575,983
1462,39,757.051,689,859
1463,207,745.198,598,1030
1464,62,721.887,620,993
1465,59,703.169,635,786
1466,98,758.857,588,943
1467,125,782.984,613,997
1468,605,742.225,603,905
1469,20,742.600,660,805
1470,188,781.761,607,1016
1471,97,706.454,620,862
1472,132,770.545,527,1121
1473,11,746.545,726,770
1474,23,710.870,662,752
1475,5,718.800,698,740
1476,48,695.792,627,749
1477,77,763.442,598,947
1478,35,728.943,636,803
1479,332,748.145,583,996
1480,51,711.353,655,793
1481,235,775.094,594,1156
1482,4,705.750,691,718
1483,1780,1080.066,489,3031
1484,8,748.750,716,778
1485,4,762.750,755,777
1486,28,749.500,673,815
1487,98,753.602,612,891
1488,181,795.597,554,1082
1489,1,741.000,741,741
1490,155,756.265,614,921
1491,80,772.263,587,909
1492,29,720.690,638,931
1493,29,730.552,658,810
1494,44,721.977,663,800
1495,58,731.638,624,847
1496,304,785.072,606,1102
1497,120,735.675,643,876
1498,1363,760.787,612,982
1499,96,787.781,600,956
1500,29,709.793,673,770
1501,75,729.120,628,852
1502,460,741.278,627,915
1503,16,739.188,675,794
1504,287,740.164,604,938
1505,40,736.225,627,844
1506,329,778.717,590,1057
1507,56,748.304,650,857
1508,408,728.152,605,926
1509,104,762.788,604,936
1510,27,746.444,683,808
1511,6,742.833,709,764
1512,64,719.547,635,803
1513,5,728.800,709,742
1514,47,750.851,645,873
1515,199,833.764,576,1255
1516,70,732.600,633,900
1517,25,694.160,656,732
1518,367,796.586,578,1123
1519,46,746.870,665,856
1520,262,809.931,556,1518
1521,147,749.259,620,1064
1522,38,732.447,683,788
1523,172,912.884,576,1420
1524,332,774.780,601,1528
1525,6,707.333,695,725
1526,125,760.624,576,969
1527,45,741.956,667,824
1528,8,727.250,690,786
1529,31,717.387,611,779
1530,10,726.000,707,746
1531,23,703.870,673,734
1532,192,780.510,602,970
1533,52,749.615,684,819
1534,2,723.000,717,729
1535,70,714.300,643,773
1536,169,749.408,606,932
1537,28,711.036,659,769
1538,914,849.461,559,1387
1539,44,713.182,642,775
1540,155,732.329,605,881
1541,814,741.120,614,945
1542,336,797.125,618,1137
1543,125,798.096,587,1343
1544,80,735.725,610,898
1545,235,797.647,581,1037
1546,52,726.635,619,843
1547,28,715.000,609,771
1548,7,712.429,679,740
1549,404,817.626,612,1252
1550,3,714.333,686,738
1551,140,711.907,625,818
1552,195,736.590,586,916
1553,17,721.176,687,759
1554,9,711.889,666,736
1555,46,758.261,654,874
1556,8,714.500,673,741
1557,327,729.648,627,889
1558,12,723.500,674,769
1559,74,724.405,626,805
1560,50,738.380,615,833
1561,2749,1100.472,439,3924
1562,68,719.971,645,805
1563,106,780.151,597,1042
1564,67,725.881,629,805
1565,13,720.231,690,746
1566,25,744.720,684,803
1567,66,767.439,632,978
1568,66,716.500,650,807
1569,112,779.875,585,1058
1570,332,804.310,603,1323
1571,553,791.998,582,1227
1572,56,736.000,635,858
1573,31,702.419,627,780
1574,67,713.806,655,767
1575,93,713.387,605,840
1576,55,735.036,627,919
1577,150,737.067,623,907
1578,182,740.511,606,963
1579,30,721.800,633,777
1580,56,770.179,606,931
1581,84,750.964,615,917
1582,36,742.472,673,827
1583,96,719.677,658,861
1584,57,765.474,617,889
1585,34,702.912,667,756
1586,373,728.925,623,860
1587,17,707.588,664,736
1588,43,739.581,668,815
1589,104,781.471,599,913
1590,2849,850.706,549,1515
1591,127,761.079,623,891
1592,52,755.827,676,857
1593,97,792.928,579,959
1594,869,831.574,576,1514
1595,88,711.500,651,791
1596,5,712.400,640,784
1597,8,726.500,662,774
1598,2,724.000,722,726
1599,28,724.000,630,861
1600,171,759.702,616,1034
1601,55,755.109,673,831
1602,42,733.762,649,804
1603,2283,779.378,539,1302
1604,54,721.907,664,808
1605,1118,836.149,573,1467
1606,627,721.003,614,891
1607,2,716.500,716,717
1608,170,729.835,592,831
1609,359,837.067,578,1698
1610,25,737.240,621,799
1611,6,744.167,727,764
1612,28,785.107,684,844
1613,467,858.908,532,1264
1614,15,761.333,718,799
1615,338,816.503,602,1151
1616,203,908.310,536,1445
1617,770,744.852,608,982
1618,51,737.392,651,852
1619,282,759.266,607,952
1620,45,736.311,653,835
1621,74,743.743,593,842
1622,37,787.595,697,896
1623,36,745.611,651,870
1624,185,731.886,627,839
1625,179,733.637,635,873
1626,77,838.143,628,985
1627,172,740.000,626,962
1628,132,747.167,595,893
1629,25,712.520,630,760
1630,136,803.493,609,1129
1631,356,777.938,576,1030
1632,23,728.478,694,770
1633,435,754.936,582,1094
1634,15,735.600,667,798
1635,11,696.455,665,710
1636,80,755.725,604,898
1637,1,715.000,715,715
1638,135,740.348,624,886
1639,92,728.935,663,848
1640,102,750.235,636,871
1641,61,754.164,653,880
1642,105,783.895,594,1006
1643,248,766.016,604,990
1644,2097,1141.151,537,3150
1645,112,715.286,606,843
1646,49,710.980,634,771
1647,120,787.533,592,1054
1648,226,807.478,595,1166
1649,34,783.853,695,884
1650,1,715.000,715,715
1651,35,727.171,650,835
1652,239,938.778,574,2615
1653,33,731.848,671,796
1654,192,798.240,571,1252
1655,1,726.000,726,726
1656,20,726.450,662,762
1657,17,703.706,665,728
1658,34,741.412,663,799
1659,99,825.495,596,1327
1660,42,725.833,665,795
1661,23,723.217,676,759
1662,62,703.629,632,780
1663,454,762.421,632,966
1664,130,770.046,615,1003
1665,77,740.987,575,905
1666,57,730.070,623,837
1667,196,741.092,589,928
1668,154,715.364,632,826
1669,13,722.462,675,771
1670,53,722.302,634,793
1671,355,791.744,582,1229
1672,270,828.911,548,2282
1673,8,741.750,680,803
1674,1425,788.816,582,1295
1675,157,708.713,619,799
1676,388,744.634,604,924
1677,36,724.778,647,800
1678,8,758.375,725,802
1679,7,706.143,692,722
1680,21,728.333,667,780
1681,27,722.741,624,836
1682,135,726.859,623,819
1683,918,830.959,578,1434
1684,17,743.529,642,800
1685,4,689.000,675,703
1686,39,721.359,657,781
1687,82,764.146,597,962
1688,4,749.250,735,764
1689,4,757.000,733,780
1690,4907,834.025,564,1632
1691,106,753.802,634,903
1692,93,755.430,590,951
1693,16,700.000,663,755
1694,2,712.000,708,716
1695,149,743.926,644,863
1696,407,772.695,546,1174
1697,109,712.165,627,787
1698,658,717.606,617,931
1699,47,741.277,640,828
1700,2,767.000,734,800
1701,1214,838.727,577,1307
1702,593,737.619,625,856
1703,36,747.750,692,800
1704,39,741.256,668,900
1705,74,772.108,593,926
1706,56,748.375,559,1041
1707,174,704.920,618,887
1708,135,733.770,610,821
1709,56,723.196,600,819
1710,40,725.225,658,799
1711,40,729.300,670,784
1712,13,705.154,683,742
1713,159,735.358,624,889
1714,3,763.667,724,785
1715,31,769.645,693,826
1716,137,800.650,622,1061
1717,310,867.858,526,1720
1718,21,746.333,703,806
1719,62,750.661,637,942
1720,231,856.874,554,1829
1721,30,727.133,648,790
1722,123,712.967,652,804
1723,440,805.114,576,1335
1724,15,703.067,665,745
1725,192,753.135,623,904
1726,58,727.293,636,835
1727,270,756.941,579,1000
1728,141,823.411,589,1120
1729,15,761.200,681,862
1730,2,729.000,725,733
1731,77,789.805,614,983
1732,168,755.744,581,1019
1733,6,725.667,700,751
1734,550,729.716,613,887
1735,19,708.737,673,745
1736,2,742.000,708,776
1737,51,736.431,660,820
1738,202,981.272,563,2463
1739,32,720.031,637,811
1740,679,762.448,623,976
1741,35,763.200,658,857
1742,24,748.125,643,804
1743,468,845.541,576,1278
1744,53,705.849,626,783
1745,861,1031.264,531,2781
1746,20,703.700,670,735
1747,126,792.905,552,1319
1748,264,711.678,620,818
1749,36,778.583,671,893
1750,297,801.236,588,1249
1751,46,756.804,594,862
1752,99,700.869,630,783
1753,23,744.652,625,832
1754,145,752.634,586,1018
1755,6,746.500,728,769
1756,66,755.197,661,889
1757,12,701.333,667,739
1758,4,762.000,736,779
1759,38,724.553,665,781
1760,158,790.715,592,1351
1761,30,756.100,677,852
1762,361,787.972,594,1077
1763,166,745.669,600,888
1764,313,807.387,542,1300
1765,8,742.750,696,767
1766,18,761.111,703,824
1767,21,737.143,642,790
1768,93,736.108,634,902
1769,15,772.600,723,812
1770,12,717.167,687,740
1771,1174,735.128,597,921
1772,6,753.333,725,801
1773,99,796.374,585,1122
1774,20,744.400,674,831
1775,21,743.714,699,793
1776,328,808.909,594,1182
1777,56,812.482,606,1131
1778,384,819.193,586,1369
1779,321,800.520,574,1231
1780,7,749.429,723,775
1781,110,787.473,617,981
1782,1771,806.281,543,1264
1783,4,734.000,711,749
1784,98,715.561,653,778
1785,210,771.205,566,1077
1786,23,754.043,676,838
1787,2945,844.184,543,1531
1788,23,714.522,671,744
1789,102,856.363,611,1212
1790,27,755.963,665,810
1791,80,785.312,624,1095
1792,29,703.931,640,773
1793,133,796.835,568,1177
1794,8,734.875,712,757
1795,46,758.435,648,834
1796,38,719.763,639,811
1797,16,793.438,724,855
1798,36,752.750,657,900
1799,43,755.605,655,829
1800,40,739.175,675,826
1801,75,751.027,642,878
1802,81,777.296,555,1134
1803,1597,964.958,381,2506
1804,33,736.333,668,780
1805,45,771.089,688,897
1806,8,715.500,699,738
1807,82,769.061,609,924
1808,140,780.793,604,1037
1809,23,716.261,668,760
1810,632,787.160,567,1190
1811,227,733.987,581,970
1812,25,777.760,667,901
1813,131,737.519,589,875
1814,234,816.090,586,1275
1815,834,885.553,546,2224
1816,24,739.458,649,826
1817,258,890.636,563,1563
1818,25,754.600,711,813
1819,96,736.969,606,866
1820,24,720.125,683,760
1821,28,759.357,687,821
1822,83,742.602,584,905
1823,1085,785.656,559,1394
1824,190,779.500,603,1275
1825,905,752.920,617,1029
1826,39,759.949,649,871
1827,32,746.094,679,849
1828,773,820.001,561,1492
1829,78,764.936,594,1047
1830,65,700.708,655,761
1831,57,755.807,658,880
1832,166,842.042,592,1230
1833,7,751.571,705,792
1834,157,833.006,615,1299
1835,78,736.744,618,833
1836,6,750.167,725,771
1837,178,782.449,612,993
1838,69,718.986,646,806
1839,3,729.667,709,764
1840,21,785.571,705,896
1841,60,752.150,637,869
1842,106,745.255,638,966
1843,5,783.600,756,829
1844,71,737.958,637,834
1845,34,802.824,590,1352
1846,347,776.043,547,1183
1847,89,725.742,626,877
1848,520,770.990,568,1084
1849,18,757.611,679,826
1850,168,803.351,603,1067
1851,2,723.000,715,731
1852,33,730.333,675,778
1853,6,713.667,705,729
1854,55,757.127,633,846
1855,319,734.091,616,916
1856,113,767.858,638,1072
1857,82,796.512,579,1122
1858,69,746.667,626,963
1859,875,721.526,630,886
1860,4,726.750,718,739
1861,29,741.862,703,805
1862,64,756.188,669,830
1863,297,865.936,558,1304
1864,19,745.421,688,797
1865,24,743.083,698,790
1866,18,771.056,666,902
1867,105,753.495,622,906
1868,51,793.059,592,1104
1869,75,748.360,656,881
1870,107,833.804,567,1406
1871,154,757.610,634,934
1872,160,755.013,599,982
1873,62,695.500,627,752
1874,20,724.650,686,791
1875,228,827.232,592,1229
1876,119,721.050,633,827
1877,1258,844.671,546,1425
1878,108,749.787,598,927
1879,408,789.088,568,1211
1880,378,959.357,551,1595
1881,34,743.941,667,818
1882,26,730.385,659,806
1883,150,836.013,539,1238
1884,153,818.059,563,1226
1885,352,776.710,556,1091
1886,106,750.047,651,890
1887,96,870.458,569,1847
1888,7,738.000,707,783
1889,57,765.474,627,939
1890,22,747.682,685,784
1891,1826,831.260,569,1350
1892,21,677.000,645,717
1893,11,772.182,737,834
1894,53,760.245,643,884
1895,6,701.167,681,719
1896,10,717.600,674,773
1897,220,884.077,555,1533
1898,54,803.056,630,963
1899,5,712.400,674,747
1900,1388,809.543,552,1329
1901,43,818.465,595,1021
1902,166,830.717,607,1093
1903,650,809.334,564,1224
1904,896,972.711,462,2181
1905,14,734.429,666,777
1906,197,744.685,633,952
1907,16,725.688,704,774
1908,208,741.505,613,915
1909,122,796.336,588,1060
1910,18,700.167,653,786
1911,19,764.526,660,852
1912,37,757.081,650,843
1913,206,736.524,632,864
1914,111,775.054,547,970
1915,10,752.300,709,785
1916,397,903.151,532,2137
1917,95,755.874,665,907
1918,52,735.577,677,812
1919,127,778.921,626,1015
1920,99,720.051,623,834
1921,6,752.667,734,772
1922,68,824.794,573,1256
1923,14,772.500,685,825
1924,268,761.959,572,996
1925,169,746.757,597,926
1926,547,793.636,572,1266
1927,31,700.871,650,818
1928,10,771.500,706,829
1929,79,759.797,623,913
1930,121,769.884,595,1117
1931,3,712.667,706,722
1932,561,752.738,557,1047
1933,171,1273.918,417,3215
1934,260,712.746,621,889
1935,52,734.654,625,812
1936,119,776.529,603,1049
1937,409,816.623,555,1215
1938,29,765.034,657,858
1939,161,761.491,568,951
1940,959,802.680,580,1264
1941,137,752.409,582,920
1942,1,731.000,731,731
1943,227,776.009,607,1091
1944,70,827.657,554,1250
1945,163,862.914,551,1484
1946,1126,800.063,565,1253
1947,17,762.529,715,817
1948,40,783.650,685,910
1949,448,838.897,579,1241
1950,58,773.741,621,937
1951,90,714.922,580,934
1952,231,870.065,521,1305
1953,12,741.750,696,783
1954,53,745.887,645,939
1955,27,728.296,684,785
1956,53,768.208,645,891
1957,359,804.214,590,1269
1958,2,720.500,714,727
1959,267,785.071,601,1102
1960,54,701.370,621,816
1961,147,768.041,611,1015
1962,80,766.725,594,983
1963,404,852.869,540,1603
1964,8,776.000,725,849
1965,57,744.368,617,895
1966,13,773.538,707,863
1967,35,723.257,672,761
1968,24,763.958,688,812
1969,186,872.930,578,1365
1970,17,731.000,674,783
1971,78,788.282,569,1005
1972,137,757.810,605,976
1973,1386,785.803,531,1307
1974,1,725.000,725,725
1975,157,792.694,546,1142
1976,2,686.000,677,695
1977,27,750.481,658,807
1978,285,751.779,615,926
1979,1,703.000,703,703
1980,112,781.393,595,1036
1981,248,840.351,573,1290
1982,171,914.281,448,1498
1983,29,715.517,659,796
1984,7,767.714,738,785
1985,55,756.727,671,870
1986,267,886.408,597,1506
1987,131,709.672,631,802
1988,112,771.714,580,1004
1989,136,812.066,527,1399
1990,38,752.158,663,833
1991,333,925.066,411,2585
1992,10,741.500,700,799
1993,45,734.600,664,815
1994,75,766.360,586,938
1995,53,764.528,658,883
1996,59,736.085,622,858
1997,728,884.354,573,1890
1998,64,783.344,588,1145
1999,562,801.607,551,1389
2000,94,858.074,597,1468
2001,87,792.828,579,1162
2002,22,723.000,679,795
2003,56,733.321,624,829
2004,35,741.086,646,832
2005,187,796.075,592,1121
2006,112,862.920,567,1493
2007,90,844.522,552,1242
2008,16,725.625,672,779
2009,15,691.667,660,715
2010,143,792.035,639,954
2011,20,740.600,692,795
2012,69,732.507,629,908
2013,246,752.557,592,992
2014,14,723.929,687,758
2015,92,746.011,594,884
2016,37,759.973,664,841
2017,34,708.706,627,759
2018,71,756.704,623,898
2019,39,772.974,597,1400
2020,40,790.475,633,916
2021,125,752.760,630,970
2022,336,798.812,607,1066
2023,80,727.688,586,898
2024,38,710.105,659,808
2025,20,722.750,658,773
2026,58,761.810,684,880
2027,36,769.556,651,856
2028,494,859.040,542,1411
2029,665,953.731,524,2818
2030,90,743.900,627,868
2031,77,788.247,610,1110
2032,282,764.691,620,944
2033,76,709.500,600,886
2034,335,777.454,544,998
2035,155,853.832,582,1381
2036,55,768.673,595,1186
2037,12,690.500,646,741
2038,630,1059.783,480,2865
2039,69,767.797,663,950
2040,333,799.363,540,1196
2041,801,865.303,556,1460
2042,203,769.389,535,1033
2043,27,737.074,680,780
2044,12,741.000,706,770
2045,12,735.333,697,777
2046,103,762.806,578,926
2047,18,735.778,638,787
2048,327,780.165,559,1093
2049,125,747.736,579,911
2050,9,919.667,822,1049
2051,25,740.720,677,787
2052,302,759.662,548,1053
2053,453,840.161,523,1388
2054,1,729.000,729,729
2055,101,803.842,628,1019
2056,394,771.688,558,1025
2057,17,737.529,677,823
2058,13,808.462,734,893
2059,47,732.043,682,791
2060,38,743.026,645,873
2061,7,707.571,674,743
2062,27,770.815,666,851
2063,32,739.375,650,832
2064,110,860.455,551,1723
2065,114,756.596,601,1004
2066,9,790.222,735,828
2067,540,776.359,554,1094
2068,442,828.656,566,1303
2069,27,687.185,649,720
2070,41,741.122,621,1021
2071,37,752.595,668,812
2072,187,828.332,540,1149
2073,420,747.005,632,881
2074,27,749.333,654,808
2075,17,781.529,665,975
2076,489,778.352,518,1173
2077,1802,838.645,567,1546
2078,8,702.375,674,737
2079,55,801.891,638,952
2080,606,878.150,569,1592
2081,325,780.302,601,1205
2082,11,708.091,680,744
2083,2,772.000,760,784
2084,35,750.200,691,803
2085,24,756.708,679,808
2086,1,716.000,716,716
2087,13,734.308,669,786
2088,19,776.053,702,819
2089,29,803.862,697,911
2090,16,743.188,694,811
2091,105,858.743,530,1730
2092,1239,880.005,484,2181
2093,594,791.722,567,1449
2094,45,894.844,541,1526
2095,48,751.104,679,834
2096,47,802.979,619,961
2097,47,741.809,641,868
2098,166,785.247,577,1053
2099,171,759.363,593,949
2100,13,773.769,707,815
2101,732,830.877,532,1248
2102,7,771.000,734,804
2103,5,770.400,756,786
2104,53,759.170,661,835
2105,1,716.000,716,716
2106,11,718.818,673,789
2107,44,785.250,667,891
2108,27,708.704,642,763
2109,1221,752.333,618,1001
2110,163,758.215,578,963
2111,75,786.333,634,932
2112,172,850.703,523,1222
2113,24,735.458,689,821
2114,5,768.800,688,844
2115,78,747.705,637,838
2116,60,750.300,641,850
2117,19,771.421,728,793
2118,58,716.845,578,806
2119,21,854.619,581,1245
2120,283,840.979,557,1214
2121,36,780.944,644,938
2122,2,748.000,737,759
2123,94,735.702,614,903
2124,1,717.000,717,717
2125,132,795.735,588,977
2126,46,759.717,652,882
2127,2006,799.461,545,1607
2128,77,729.130,635,860
2129,18,757.778,724,801
2130,471,826.091,564,1238
2131,85,975.894,531,1949
2132,40,862.400,680,1099
2133,159,835.013,576,1106
2134,21,785.476,665,864
2135,397,798.982,594,1230
2136,71,751.606,614,850
2137,10,752.700,730,797
2138,30,718.567,656,774
2139,23,792.043,719,884
2140,45,762.844,582,937
2141,8,785.125,744,826
2142,10,737.700,689,785
2143,43,867.628,601,1166
2144,17,789.529,699,893
2145,51,723.784,584,799
2146,323,767.724,590,1032
2147,75,772.227,632,933
2148,21,731.714,695,796
2149,52,844.577,609,1190
2150,73,828.795,571,1161
2151,39,717.385,665,774
2152,23,772.696,650,859
2153,190,850.268,530,1563
2154,37,834.270,690,1064
2155,2,789.000,786,792
2156,17,742.529,676,825
2157,49,771.020,649,876
2158,419,761.012,566,1178
2159,35,722.800,658,760
2160,298,770.470,570,1065
2161,224,814.107,564,1378
2162,4,738.750,725,759
2163,176,748.562,586,1012
2164,343,817.120,547,1254
2165,12,717.333,677,779
2166,147,819.993,543,1259
2167,11,746.545,699,800
2168,75,813.480,593,987
2169,44,857.386,561,1244
2170,19,756.895,689,835
2171,377,790.438,583,1190
